SKILL_ID,EMPLOYEE_ID,SKILL_NAME,SKILL_CATEGORY,PROFICIENCY_LEVEL,YEARS_OF_EXPERIENCE,IS_PRIMARY_SKILL,LAST_USED_DATE,SELF_RATING,VERIFIED_BY_MANAGER,CREATED_AT
1586,1160,Kubernetes,Container Orchestration,Expert,4.8,false,2025-03-26,4.9,false,2026-03-20 06:58:39.498
199,1316,Snowflake,Cloud Data Platform,Advanced,3.6,false,2026-02-28,4.3,false,2026-03-20 06:58:39.498
1177,1154,Machine Learning,AI/ML,Expert,9.4,true,2025-05-07,3.0,true,2026-03-20 06:58:39.498
37,1326,NLP,AI/ML,Expert,9.8,true,2025-08-01,3.9,false,2026-03-20 06:58:39.498
1916,1186,AWS,Cloud Platform,Advanced,11.7,true,2025-07-31,5.0,false,2026-03-20 06:58:39.498
1904,1269,BigQuery,Cloud Data Platform,Intermediate,3.6,false,2025-09-10,2.7,false,2026-03-20 06:58:39.498
429,1296,Looker,Visualization,Advanced,2.8,true,2026-01-12,3.7,false,2026-03-20 06:58:39.498
1690,1271,Snowflake,Cloud Data Platform,Intermediate,11.6,false,2025-10-30,3.3,true,2026-03-20 06:58:39.498
11152,1524,Python,Programming,Expert,16.0,false,2026-03-19,4.9,true,2026-03-21 04:04:54.479
1111,1464,dbt,Data Transformation,Advanced,14.2,true,2025-08-29,3.1,false,2026-03-20 06:58:39.498
1782,1014,GCP,Cloud Platform,Advanced,7.1,false,2025-07-08,2.8,false,2026-03-20 06:58:39.498
1760,1152,MongoDB,NoSQL,Advanced,7.1,false,2025-11-22,3.8,true,2026-03-20 06:58:39.498
11151,1524,Apache Spark,Big Data,Expert,12.0,false,2026-03-15,4.8,true,2026-03-21 04:04:54.479
552,1249,Databricks,Data Platform,Expert,3.5,true,2025-10-01,4.4,true,2026-03-20 06:58:39.498
1644,1146,SSIS,ETL,Expert,3.0,false,2025-03-21,2.9,false,2026-03-20 06:58:39.498
366,1404,Machine Learning,AI/ML,Expert,2.5,false,2025-11-18,3.2,true,2026-03-20 06:58:39.498
490,1036,SSIS,ETL,Advanced,10.0,false,2025-06-26,4.1,true,2026-03-20 06:58:39.498
1290,1112,Deep Learning,AI/ML,Expert,7.0,false,2026-01-10,3.3,false,2026-03-20 06:58:39.498
1890,1265,Redshift,Cloud Data Platform,Beginner,11.7,false,2025-08-18,4.7,true,2026-03-20 06:58:39.498
2006,1174,Scala,Programming,Expert,12.1,true,2025-10-05,2.8,true,2026-03-20 06:58:39.498
197,1316,R,Programming,Expert,1.7,false,2025-11-15,3.3,false,2026-03-20 06:58:39.498
1581,1469,Kubernetes,Container Orchestration,Advanced,3.5,false,2026-01-14,3.9,true,2026-03-20 06:58:39.498
1813,1256,Linux,Operating System,Advanced,6.8,false,2025-06-08,3.3,true,2026-03-20 06:58:39.498
167,1355,JavaScript,Programming,Expert,10.1,false,2025-07-29,3.7,false,2026-03-20 06:58:39.498
545,1228,Databricks,Data Platform,Intermediate,10.2,true,2025-07-11,2.0,true,2026-03-20 06:58:39.498
1479,1315,NLP,AI/ML,Expert,5.7,false,2025-08-23,2.4,true,2026-03-20 06:58:39.498
205,1060,Tableau,Visualization,Beginner,3.1,false,2025-05-24,2.3,true,2026-03-20 06:58:39.498
137,1445,React,Frontend,Expert,2.6,false,2025-08-01,2.7,true,2026-03-20 06:58:39.498
1778,1337,Streamlit,App Development,Intermediate,14.6,true,2025-05-02,2.8,false,2026-03-20 06:58:39.498
1753,1312,GCP,Cloud Platform,Beginner,3.1,true,2026-02-01,3.8,true,2026-03-20 06:58:39.498
2011,1329,Looker,Visualization,Expert,1.9,true,2025-05-07,3.3,true,2026-03-20 06:58:39.498
11142,1522,Machine Learning,AI/ML,Expert,15.0,false,2026-03-16,4.9,true,2026-03-21 04:04:54.479
2,1501,Streamlit,App Development,Beginner,4.3,false,2026-02-10,4.1,true,2026-03-20 06:58:39.498
1246,1320,SSIS,ETL,Intermediate,6.6,false,2025-08-11,3.5,true,2026-03-20 06:58:39.498
598,1483,CI/CD,DevOps,Intermediate,8.8,false,2025-05-29,2.7,false,2026-03-20 06:58:39.498
11137,1521,Apache Spark,Big Data,Expert,10.0,false,2026-03-14,4.7,true,2026-03-21 04:04:54.479
1594,1140,R,Programming,Advanced,3.5,false,2025-12-03,2.4,true,2026-03-20 06:58:39.498
502,1253,BigQuery,Cloud Data Platform,Beginner,1.8,true,2026-01-06,4.6,true,2026-03-20 06:58:39.498
1722,1168,Fivetran,Data Integration,Intermediate,7.2,false,2026-03-09,4.9,false,2026-03-20 06:58:39.498
1625,1354,Kafka,Streaming,Expert,10.1,true,2025-09-12,2.1,false,2026-03-20 06:58:39.498
1705,1474,Databricks,Data Platform,Intermediate,2.6,true,2025-06-11,3.8,true,2026-03-20 06:58:39.498
1305,1416,Apache Spark,Big Data,Advanced,6.4,false,2026-01-10,3.4,true,2026-03-20 06:58:39.498
520,1057,React,Frontend,Expert,1.8,true,2025-05-01,3.4,true,2026-03-20 06:58:39.498
11147,1523,SQL,Database,Expert,16.0,false,2026-03-18,5.0,true,2026-03-21 04:04:54.479
1301,1237,Airflow,Workflow Orchestration,Beginner,6.8,false,2026-01-18,2.8,true,2026-03-20 06:58:39.498
1500,1088,React,Frontend,Intermediate,6.4,true,2025-08-02,3.0,false,2026-03-20 06:58:39.498
186,1411,dbt,Data Transformation,Beginner,4.2,false,2025-09-08,2.6,false,2026-03-20 06:58:39.498
481,1117,Scala,Programming,Intermediate,3.6,false,2025-10-12,4.0,true,2026-03-20 06:58:39.498
11124,1518,Snowflake,Cloud Platform,Advanced,5.0,false,2026-03-18,4.3,true,2026-03-21 04:04:54.479
1125,1423,SQL,Database,Expert,8.5,false,2025-11-13,4.5,true,2026-03-20 06:58:39.498
1399,1054,Kafka,Streaming,Expert,2.0,true,2025-12-19,4.0,false,2026-03-20 06:58:39.498
1306,1416,JavaScript,Programming,Advanced,3.6,false,2025-09-03,2.8,true,2026-03-20 06:58:39.498
2012,1440,React,Frontend,Beginner,1.7,true,2025-05-06,2.3,false,2026-03-20 06:58:39.498
1543,1087,MongoDB,NoSQL,Expert,12.9,true,2025-12-16,4.1,true,2026-03-20 06:58:39.498
11110,1515,Apache Spark,Big Data,Expert,7.5,false,2026-03-10,4.6,true,2026-03-21 04:04:54.479
1176,1084,Docker,Containerization,Expert,6.1,true,2026-02-01,4.4,true,2026-03-20 06:58:39.498
334,1322,Linux,Operating System,Expert,3.9,true,2026-03-19,4.2,true,2026-03-20 06:58:39.498
1978,1143,CI/CD,DevOps,Intermediate,3.4,false,2025-12-18,4.9,false,2026-03-20 06:58:39.498
1683,1370,Java,Programming,Intermediate,5.6,true,2025-12-22,3.3,false,2026-03-20 06:58:39.498
1781,1014,Git,Version Control,Expert,1.6,true,2025-08-10,2.9,false,2026-03-20 06:58:39.498
1414,1065,Informatica,ETL,Expert,4.4,true,2025-08-27,4.6,false,2026-03-20 06:58:39.498
273,1080,Python,Programming,Advanced,12.2,false,2025-10-26,2.2,true,2026-03-20 06:58:39.498
1460,1507,AWS,Cloud Platform,Expert,4.9,false,2026-02-24,2.2,true,2026-03-20 06:58:39.498
486,1086,Scala,Programming,Advanced,11.8,false,2025-03-20,4.2,true,2026-03-20 06:58:39.498
1688,1271,Tableau,Visualization,Intermediate,11.9,false,2026-03-09,3.0,false,2026-03-20 06:58:39.498
537,1124,MongoDB,NoSQL,Expert,13.9,true,2025-07-02,2.7,true,2026-03-20 06:58:39.498
561,1115,BigQuery,Cloud Data Platform,Expert,6.4,false,2025-09-27,3.1,true,2026-03-20 06:58:39.498
1569,1319,BigQuery,Cloud Data Platform,Expert,5.7,false,2025-08-21,3.3,true,2026-03-20 06:58:39.498
342,1422,Fivetran,Data Integration,Intermediate,11.2,false,2025-04-14,3.6,true,2026-03-20 06:58:39.498
1616,1309,Kafka,Streaming,Expert,13.9,false,2025-08-05,4.0,false,2026-03-20 06:58:39.498
1838,1399,Kafka,Streaming,Intermediate,12.4,false,2026-01-30,2.0,false,2026-03-20 06:58:39.498
1441,1391,Python,Programming,Advanced,1.4,false,2025-03-27,4.1,false,2026-03-20 06:58:39.498
1628,1487,Deep Learning,AI/ML,Advanced,8.5,false,2025-05-24,4.4,true,2026-03-20 06:58:39.498
1150,1044,Tableau,Visualization,Advanced,12.3,false,2025-09-25,3.5,true,2026-03-20 06:58:39.498
1226,1033,Informatica,ETL,Expert,13.9,true,2025-04-02,2.8,false,2026-03-20 06:58:39.498
2042,1465,dbt,Data Transformation,Expert,15.0,false,2026-02-13,2.2,true,2026-03-20 06:58:39.498
187,1411,Apache Spark,Big Data,Beginner,5.7,false,2026-01-09,2.5,true,2026-03-20 06:58:39.498
50,1232,SSIS,ETL,Beginner,14.8,false,2025-12-07,2.5,false,2026-03-20 06:58:39.498
2014,1159,BigQuery,Cloud Data Platform,Advanced,11.7,true,2026-03-13,3.7,true,2026-03-20 06:58:39.498
1152,1125,GCP,Cloud Platform,Advanced,3.0,true,2026-02-04,4.8,true,2026-03-20 06:58:39.498
1136,1024,AWS,Cloud Platform,Intermediate,2.1,false,2025-12-09,3.6,false,2026-03-20 06:58:39.498
1731,1238,Kubernetes,Container Orchestration,Beginner,14.1,true,2025-06-02,3.5,true,2026-03-20 06:58:39.498
1267,1375,NLP,AI/ML,Expert,12.1,false,2025-06-15,2.1,false,2026-03-20 06:58:39.498
251,1398,Talend,ETL,Intermediate,7.9,false,2025-12-17,3.2,false,2026-03-20 06:58:39.498
1966,1226,Fivetran,Data Integration,Advanced,3.2,false,2025-03-31,2.4,false,2026-03-20 06:58:39.498
2017,1159,Azure,Cloud Platform,Expert,12.0,false,2025-11-14,2.2,false,2026-03-20 06:58:39.498
517,1304,SQL,Database,Advanced,1.6,true,2025-07-06,2.1,false,2026-03-20 06:58:39.498
555,1203,SSIS,ETL,Expert,11.1,true,2025-06-21,3.4,false,2026-03-20 06:58:39.498
1620,1309,Docker,Containerization,Intermediate,6.1,false,2025-09-04,4.0,true,2026-03-20 06:58:39.498
1429,1049,Redshift,Cloud Data Platform,Expert,9.5,false,2025-03-30,3.6,true,2026-03-20 06:58:39.498
19,1177,R,Programming,Expert,5.2,true,2026-01-27,4.5,true,2026-03-20 06:58:39.498
1578,1161,Kubernetes,Container Orchestration,Expert,7.0,false,2025-05-26,4.9,false,2026-03-20 06:58:39.498
1941,1083,Informatica,ETL,Advanced,11.4,true,2025-06-05,2.9,false,2026-03-20 06:58:39.498
192,1073,SSIS,ETL,Advanced,4.7,false,2025-11-23,3.6,true,2026-03-20 06:58:39.498
173,1246,dbt,Data Transformation,Intermediate,1.4,false,2026-02-16,3.1,true,2026-03-20 06:58:39.498
340,1422,Streamlit,App Development,Advanced,2.3,false,2025-03-23,3.5,true,2026-03-20 06:58:39.498
267,1135,CI/CD,DevOps,Advanced,1.7,false,2025-04-10,3.9,false,2026-03-20 06:58:39.498
2047,1118,Docker,Containerization,Advanced,12.4,false,2025-12-06,3.3,true,2026-03-20 06:58:39.498
1828,1105,dbt,Data Transformation,Intermediate,1.4,false,2026-01-26,4.8,false,2026-03-20 06:58:39.498
1236,1243,Informatica,ETL,Expert,14.7,true,2025-06-26,4.3,true,2026-03-20 06:58:39.498
2001,1387,Talend,ETL,Expert,2.2,false,2025-09-27,2.7,false,2026-03-20 06:58:39.498
1673,1358,JavaScript,Programming,Intermediate,6.1,true,2025-09-20,2.1,false,2026-03-20 06:58:39.498
1107,1302,Docker,Containerization,Advanced,9.4,true,2025-12-17,3.1,true,2026-03-20 06:58:39.498
321,1395,Fivetran,Data Integration,Advanced,2.2,true,2025-04-26,2.4,false,2026-03-20 06:58:39.498
1173,1063,MongoDB,NoSQL,Advanced,12.1,false,2025-09-18,2.3,false,2026-03-20 06:58:39.498
20,1177,Java,Programming,Advanced,10.6,false,2026-01-16,3.6,false,2026-03-20 06:58:39.498
1837,1399,Databricks,Data Platform,Expert,5.9,true,2025-11-27,2.1,true,2026-03-20 06:58:39.498
571,1195,SQL,Database,Advanced,2.1,false,2025-04-08,2.7,true,2026-03-20 06:58:39.498
11153,1524,Machine Learning,AI/ML,Expert,13.0,false,2026-03-12,4.8,true,2026-03-21 04:04:54.479
436,1296,SSIS,ETL,Expert,1.0,false,2025-04-09,2.2,true,2026-03-20 06:58:39.498
1989,1013,NLP,AI/ML,Intermediate,3.8,false,2025-10-10,3.5,true,2026-03-20 06:58:39.498
102,1364,PostgreSQL,Database,Advanced,10.8,false,2025-09-13,4.4,false,2026-03-20 06:58:39.498
1832,1175,Sigma,Analytics,Beginner,0.8,false,2025-09-17,3.6,false,2026-03-20 06:58:39.498
505,1229,Databricks,Data Platform,Advanced,12.1,false,2025-08-08,3.3,true,2026-03-20 06:58:39.498
356,1009,Linux,Operating System,Expert,12.0,false,2025-11-09,5.0,false,2026-03-20 06:58:39.498
2019,1122,SQL,Database,Intermediate,10.6,false,2025-04-06,3.1,true,2026-03-20 06:58:39.498
1833,1306,BigQuery,Cloud Data Platform,Expert,7.0,false,2026-02-22,2.5,false,2026-03-20 06:58:39.498
1551,1027,GCP,Cloud Platform,Intermediate,8.8,true,2025-11-16,2.4,true,2026-03-20 06:58:39.498
1758,1152,Tableau,Visualization,Expert,12.2,false,2025-04-18,2.0,true,2026-03-20 06:58:39.498
419,1408,Matillion,ETL,Expert,2.2,false,2025-08-19,4.8,false,2026-03-20 06:58:39.498
1792,1089,Python,Programming,Beginner,7.4,false,2025-12-05,2.0,false,2026-03-20 06:58:39.498
1525,1369,GCP,Cloud Platform,Advanced,2.3,false,2025-06-21,2.8,true,2026-03-20 06:58:39.498
1133,1024,Python,Programming,Advanced,3.2,true,2025-03-26,2.3,true,2026-03-20 06:58:39.498
1327,1092,BigQuery,Cloud Data Platform,Advanced,1.2,true,2025-12-25,4.1,true,2026-03-20 06:58:39.498
1195,1490,Databricks,Data Platform,Intermediate,1.0,false,2025-11-08,4.2,true,2026-03-20 06:58:39.498
181,1234,Git,Version Control,Intermediate,5.5,false,2025-06-20,2.6,false,2026-03-20 06:58:39.498
1455,1191,BigQuery,Cloud Data Platform,Expert,11.2,true,2025-04-19,4.9,false,2026-03-20 06:58:39.498
1716,1093,Airflow,Workflow Orchestration,Expert,0.7,true,2025-10-01,4.5,false,2026-03-20 06:58:39.498
1263,1414,Looker,Visualization,Advanced,9.6,false,2025-07-19,4.5,true,2026-03-20 06:58:39.498
1610,1462,GCP,Cloud Platform,Beginner,7.1,false,2025-12-07,4.2,true,2026-03-20 06:58:39.498
417,1408,BigQuery,Cloud Data Platform,Expert,7.6,false,2025-06-24,2.7,false,2026-03-20 06:58:39.498
404,1194,Redshift,Cloud Data Platform,Expert,4.8,true,2025-06-27,3.6,false,2026-03-20 06:58:39.498
1986,1074,Databricks,Data Platform,Beginner,5.7,false,2026-02-25,2.4,true,2026-03-20 06:58:39.498
1422,1062,Azure,Cloud Platform,Intermediate,6.8,true,2025-06-20,3.8,true,2026-03-20 06:58:39.498
191,1073,MongoDB,NoSQL,Intermediate,12.6,false,2025-11-11,2.1,false,2026-03-20 06:58:39.498
457,1446,Python,Programming,Expert,7.8,false,2025-07-19,3.7,false,2026-03-20 06:58:39.498
1559,1252,Matillion,ETL,Advanced,1.3,true,2026-03-04,4.0,false,2026-03-20 06:58:39.498
286,1406,AWS,Cloud Platform,Expert,10.5,true,2026-01-20,2.8,false,2026-03-20 06:58:39.498
484,1086,Python,Programming,Intermediate,4.7,false,2025-10-01,3.4,true,2026-03-20 06:58:39.498
11135,1521,GCP,Cloud Platform,Expert,11.0,true,2026-03-19,4.9,true,2026-03-21 04:04:54.479
1237,1243,Java,Programming,Advanced,6.6,false,2025-11-13,4.0,true,2026-03-20 06:58:39.498
1106,1300,Streamlit,App Development,Expert,11.2,false,2025-12-04,4.8,false,2026-03-20 06:58:39.498
1282,1323,SSIS,ETL,Advanced,3.4,false,2025-06-09,4.3,false,2026-03-20 06:58:39.498
2037,1407,Python,Programming,Expert,3.5,false,2025-12-05,2.2,false,2026-03-20 06:58:39.498
1846,1463,Java,Programming,Expert,9.2,false,2026-01-18,4.9,true,2026-03-20 06:58:39.498
42,1008,Git,Version Control,Expert,6.8,false,2025-07-07,2.9,false,2026-03-20 06:58:39.498
11126,1519,AWS,Cloud Platform,Expert,12.0,false,2026-03-18,4.9,true,2026-03-21 04:04:54.479
1465,1374,Talend,ETL,Advanced,6.8,false,2025-06-25,2.0,false,2026-03-20 06:58:39.498
1773,1318,MongoDB,NoSQL,Intermediate,5.9,false,2026-01-22,2.4,true,2026-03-20 06:58:39.498
108,1236,Docker,Containerization,Advanced,1.8,false,2025-10-10,4.1,false,2026-03-20 06:58:39.498
390,1325,Streamlit,App Development,Advanced,13.2,false,2025-11-29,5.0,true,2026-03-20 06:58:39.498
231,1128,JavaScript,Programming,Intermediate,11.8,false,2025-05-03,2.6,false,2026-03-20 06:58:39.498
1886,1349,Azure,Cloud Platform,Expert,14.0,false,2025-12-30,4.3,true,2026-03-20 06:58:39.498
1528,1126,R,Programming,Intermediate,1.2,true,2025-06-01,4.6,false,2026-03-20 06:58:39.498
1752,1040,Linux,Operating System,Advanced,4.8,false,2025-05-13,4.2,false,2026-03-20 06:58:39.498
1102,1298,Databricks,Data Platform,Intermediate,3.1,true,2025-05-09,2.0,true,2026-03-20 06:58:39.498
1561,1252,Deep Learning,AI/ML,Advanced,3.0,false,2025-09-23,4.4,false,2026-03-20 06:58:39.498
1331,1187,Talend,ETL,Expert,4.2,false,2025-05-06,2.5,true,2026-03-20 06:58:39.498
586,1485,Matillion,ETL,Beginner,3.1,false,2026-02-26,4.0,true,2026-03-20 06:58:39.498
1859,1156,Python,Programming,Intermediate,6.7,false,2025-05-10,2.6,true,2026-03-20 06:58:39.498
250,1398,Java,Programming,Advanced,10.5,false,2025-03-23,5.0,true,2026-03-20 06:58:39.498
174,1246,Git,Version Control,Intermediate,9.2,false,2025-08-19,2.1,false,2026-03-20 06:58:39.498
1959,1397,Java,Programming,Expert,8.2,true,2025-09-23,3.1,true,2026-03-20 06:58:39.498
271,1080,Terraform,Infrastructure as Code,Advanced,6.0,true,2025-08-13,3.5,true,2026-03-20 06:58:39.498
1424,1352,Azure,Cloud Platform,Beginner,5.1,true,2025-07-02,2.5,true,2026-03-20 06:58:39.498
1655,1041,Fivetran,Data Integration,Expert,3.8,false,2026-02-20,4.0,false,2026-03-20 06:58:39.498
1463,1163,Azure,Cloud Platform,Beginner,1.5,false,2026-02-15,3.5,true,2026-03-20 06:58:39.498
1438,1285,Kafka,Streaming,Intermediate,13.6,false,2026-01-25,2.6,true,2026-03-20 06:58:39.498
1317,1106,Scala,Programming,Expert,9.0,true,2025-06-14,4.3,false,2026-03-20 06:58:39.498
11115,1516,NLP,AI/ML,Expert,7.0,false,2026-03-12,4.7,true,2026-03-21 04:04:54.479
11125,1519,Snowflake,Cloud Platform,Expert,10.0,true,2026-03-19,5.0,true,2026-03-21 04:04:54.479
1895,1410,Git,Version Control,Advanced,3.0,false,2025-12-04,2.4,true,2026-03-20 06:58:39.498
344,1417,R,Programming,Expert,11.8,true,2026-03-03,3.7,true,2026-03-20 06:58:39.498
2030,1239,Linux,Operating System,Beginner,14.9,true,2025-05-05,2.0,true,2026-03-20 06:58:39.498
121,1144,GCP,Cloud Platform,Expert,13.0,true,2025-06-08,3.3,false,2026-03-20 06:58:39.498
1451,1313,Fivetran,Data Integration,Advanced,1.8,false,2026-01-06,4.9,true,2026-03-20 06:58:39.498
278,1048,SQL,Database,Advanced,11.4,false,2026-02-22,3.6,false,2026-03-20 06:58:39.498
1144,1244,Matillion,ETL,Expert,3.1,true,2025-05-22,3.7,true,2026-03-20 06:58:39.498
1650,1165,Fivetran,Data Integration,Expert,12.2,false,2026-01-07,3.0,true,2026-03-20 06:58:39.498
11150,1524,Databricks,Big Data,Expert,9.0,true,2026-03-18,4.9,true,2026-03-21 04:04:54.479
1682,1504,Redshift,Cloud Data Platform,Intermediate,2.2,false,2026-02-28,3.2,true,2026-03-20 06:58:39.498
426,1385,dbt,Data Transformation,Intermediate,11.8,false,2025-09-09,3.7,false,2026-03-20 06:58:39.498
497,1290,Kafka,Streaming,Beginner,1.4,false,2025-11-08,2.4,true,2026-03-20 06:58:39.498
409,1020,NLP,AI/ML,Intermediate,4.6,true,2025-07-31,3.0,false,2026-03-20 06:58:39.498
228,1133,NLP,AI/ML,Advanced,3.5,true,2025-05-25,4.6,false,2026-03-20 06:58:39.498
2021,1497,Power BI,Visualization,Beginner,3.8,false,2025-12-18,4.9,true,2026-03-20 06:58:39.498
11102,1513,Python,Programming,Advanced,10.0,false,2026-03-10,4.5,true,2026-03-21 04:04:54.479
1962,1397,Tableau,Visualization,Expert,6.6,false,2026-03-12,3.1,false,2026-03-20 06:58:39.498
1888,1265,Terraform,Infrastructure as Code,Advanced,5.0,true,2025-07-06,4.6,true,2026-03-20 06:58:39.498
265,1372,Azure,Cloud Platform,Expert,14.7,false,2025-05-24,3.1,false,2026-03-20 06:58:39.498
1849,1176,NLP,AI/ML,Expert,1.7,false,2025-08-25,4.4,true,2026-03-20 06:58:39.498
11146,1523,dbt,ETL,Expert,6.0,false,2026-03-15,4.8,true,2026-03-21 04:04:54.479
1489,1470,Snowflake,Cloud Data Platform,Expert,5.0,false,2025-10-19,3.6,true,2026-03-20 06:58:39.498
1255,1277,AWS,Cloud Platform,Expert,8.9,true,2025-11-28,2.0,false,2026-03-20 06:58:39.498
155,1230,Kubernetes,Container Orchestration,Advanced,13.0,false,2025-09-21,2.5,true,2026-03-20 06:58:39.498
1527,1116,Java,Programming,Advanced,5.0,true,2025-03-27,2.9,true,2026-03-20 06:58:39.498
1922,1109,Snowflake,Cloud Data Platform,Advanced,8.5,false,2025-08-27,2.2,true,2026-03-20 06:58:39.498
8,1149,Power BI,Visualization,Intermediate,4.8,true,2025-06-07,2.5,true,2026-03-20 06:58:39.498
1475,1257,Linux,Operating System,Advanced,8.5,true,2025-06-26,2.3,true,2026-03-20 06:58:39.498
